223.15	170	350	0.15646 0.56736       2.943
223.15	170	400	0.1564  0.61629       2.7764
223.15	180	50	0.17058 0.0061245     47432
223.15	180	100	0.16161 120.1         1.3862e-23
223.15	180	150	0.15882 89.477        1.2521e-30
223.15	180	200	0.15759 40.723        5.2023e-21
223.15	180	250	0.15697 2.4405        0.1367
223.15	180	300	0.15664 0.84983       1.5176
223.15	180	350	0.15648 0.58331       2.7823
223.15	180	400	0.1564  0.60403       2.8441
223.15	190	50	0.17222 0.01136       34493
223.15	190	100	0.16221 138.91        9.8039e-25
223.15	190	150	0.15911 99.883        1.2949e-31
223.15	190	200	0.15774 51.428        5.74e-25
223.15	190	250	0.15704 3.4251        0.037739
223.15	190	300	0.15668 0.90102       1.3937
223.15	190	350	0.15649 0.59307       2.7159
223.15	190	400	0.1564  0.6008        2.838
223.15	200	50	0.17394 0.010491      51905
223.15	200	100	0.16286 138.21        3.2047e-22
223.15	200	150	0.15941 99.425        5.3096e-29
223.15	200	200	0.15789 55.377        2.1183e-25
223.15	200	250	0.15712 20.751        4.7303e-13
223.15	200	300	0.15672 0.9652        1.2389
223.15	200	350	0.1565  0.6102        2.5955
223.15	200	400	0.15641 0.58726       2.9243
223.15	210	50	0.17576 0.016386      50347
223.15	210	100	0.16353 181.68        1.6026e-26
223.15	210	150	0.15973 83.559        4.9392e-23
223.15	210	200	0.15805 59.745        6.0511e-26
223.15	210	250	0.15721 30.116        3.3853e-18
223.15	210	300	0.15676 1.1066        0.98768
223.15	210	350	0.15652 0.64874       2.3566
223.15	210	400	0.15641 0.57129       3.0296
223.15	220	50	0.17767 0.025658      55259
223.15	220	100	0.16423 217.03        5.4047e-28
223.15	220	150	0.16007 84.81         8.94e-22
223.15	220	200	0.15823 64.986        1.3995e-26
223.15	220	250	0.15729 32.514        5.569e-19
223.15	220	300	0.1568  1.2886        0.71713
223.15	220	350	0.15654 0.65563       2.3017
223.15	220	400	0.15642 0.5649        3.0674
223.15	230	50	0.17967 0.0052295     6.6556e+05
223.15	230	100	0.16498 217.09        5.1786e-25
223.15	230	150	0.16042 93.792        1.4105e-22
223.15	230	200	0.15841 71.894        8.301e-28
223.15	230	250	0.15738 32.674        2.6842e-18
223.15	230	300	0.15684 1.4992        0.5149
223.15	230	350	0.15655 0.67986       2.1718
223.15	230	400	0.15642 0.54783       3.1961
223.15	240	50	0.18176 9.9371e+07    3.6994e+07
223.15	240	100	0.16575 233.74        8.5208e-24
223.15	240	150	0.16078 109.9         6.6457e-25
223.15	240	200	0.15859 80.226        1.8155e-29
223.15	240	250	0.15748 39.518        3.3131e-21
223.15	240	300	0.15689 1.7449        0.36618
223.15	240	350	0.15657 0.70133       2.0702
223.15	240	400	0.15643 0.53516       3.2968
223.15	250	50	0.18394 1.6862e+08    6.2776e+07
223.15	250	100	0.16655 6.2085        10.712
223.15	250	150	0.16117 113.75        4.8167e-24
223.15	250	200	0.15879 93.526        2.3976e-32
223.15	250	250	0.15758 42.013        8.9859e-22
223.15	250	300	0.15693 2.0437        0.23984
223.15	250	350	0.15659 0.7369        1.9042
223.15	250	400	0.15643 0.54101       3.2262
223.15	260	50	0.18621 1.7427e+08    6.4879e+07
223.15	260	100	0.16739 0.010935      15000
223.15	260	150	0.16156 113.12        2.4495e-22
223.15	260	200	0.15899 86.214        3.3149e-28
223.15	260	250	0.15768 43.759        7.1466e-22
223.15	260	300	0.15698 2.5365        0.12117
223.15	260	350	0.15661 0.78133       1.7586
223.15	260	400	0.15644 0.5443        3.1897
223.15	270	50	0.18857 1.7908e+08    6.6667e+07
223.15	270	100	0.16826 0.01571       12312
223.15	270	150	0.16198 126.29        2.3929e-23
223.15	270	200	0.1592  93.621        6.7881e-29
223.15	270	250	0.15779 47.322        1.1741e-22
223.15	270	300	0.15703 3.0785        0.059989
223.15	270	350	0.15663 0.81668       1.6184
223.15	270	400	0.15644 0.56713       2.9727
223.15	280	50	0.19102 1.8588e+08    6.9201e+07
223.15	280	100	0.16917 0.010845      20950
223.15	280	150	0.16241 130.9         1.4137e-22
223.15	280	200	0.15942 95.23         7.0757e-28
223.15	280	250	0.1579  49.924        1.0204e-22
223.15	280	300	0.15709 4.9583        0.0045401
223.15	280	350	0.15666 0.8544        1.5047
223.15	280	400	0.15645 0.53659       3.2365
223.15	290	50	0.19357 1.9228e+08    7.158e+07
223.15	290	100	0.17011 0.0093357     28602
223.15	290	150	0.16285 143.49        4.8417e-23
223.15	290	200	0.15965 81.223        1.1848e-22
223.15	290	250	0.15802 65.889        7.1784e-29
223.15	290	300	0.15714 20.004        1.8054e-12
223.15	290	350	0.15668 0.90832       1.3803
223.15	290	400	0.15646 0.54831       3.1196
223.15	300	50	0.19621 1.9632e+08    7.3088e+07
223.15	300	100	0.17109 0.0041097     77886
223.15	300	150	0.16332 165.68        7.535e-25
223.15	300	200	0.15989 79.454        4.1796e-21
223.15	300	250	0.15814 62.339        2.8842e-26
223.15	300	300	0.1572  29.127        1.3166e-17
223.15	300	350	0.1567  0.96097       1.2487
223.15	300	400	0.15646 0.5536        3.0707
228.15	0	   50	0.2781  0.81668       1.7836
228.15	0	  100	0.2781  0.81668       1.7836
228.15	0	  150	0.2781  0.81668       1.7836
228.15	0	  200	0.2781  0.81668       1.7836
228.15	0	  250	0.2781  0.81668       1.7836
228.15	0	  300	0.2781  0.81668       1.7836
228.15	0	  350	0.2781  0.81668       1.7836
228.15	0	  400	0.2781  0.81668       1.7836
228.15	10	50	0.27823 0.58171       3.0266
228.15	10	100	0.27815 0.60158       3.047
228.15	10	150	0.27812 0.69963       2.422
228.15	10	200	0.27811 0.72895       2.2883
228.15	10	250	0.2781  0.77374       2.0764
228.15	10	300	0.2781  0.78357       2.044
228.15	10	350	0.2781  0.79233       2.0144
228.15	10	400	0.2781  0.79871       1.9715
228.15	20	50	0.27855 1.0894        0.97047
228.15	20	100	0.27829 0.61718       2.7009
228.15	20	150	0.27819 0.56509       3.233
228.15	20	200	0.27815 0.61239       2.9573
228.15	20	250	0.27812 0.69387       2.4553
228.15	20	300	0.27811 0.72701       2.2995
228.15	20	350	0.2781  0.77721       2.0656
228.15	20	400	0.2781  0.77763       2.0863
228.15	30	50	0.27907 24.452        2.3701e-17
228.15	30	100	0.27849 0.93505       1.3167
228.15	30	150	0.2783  0.62775       2.6245
228.15	30	200	0.27821 0.55633       3.2879
228.15	30	250	0.27815 0.57395       3.2594
228.15	30	300	0.27813 0.68684       2.4882
228.15	30	350	0.27811 0.73449       2.2589
228.15	30	400	0.2781  0.7765        2.074
228.15	40	50	0.27977 39.645        9.0366e-23
228.15	40	100	0.27876 2.2699        0.12945
228.15	40	150	0.27843 0.80807       1.701
228.15	40	200	0.27828 0.61574       2.715
228.15	40	250	0.2782  0.56339       3.2349
228.15	40	300	0.27815 0.61071       2.9653
228.15	40	350	0.27812 0.70351       2.403
228.15	40	400	0.27811 0.76883       2.0999
228.15	50	50	0.28069 39.766        5.0894e-19
228.15	50	100	0.2791  25.42         9.681e-18
228.15	50	150	0.2786  1.2337        0.75197
228.15	50	200	0.27837 0.73716       1.9821
228.15	50	250	0.27825 0.59283       2.9098
228.15	50	300	0.27817 0.56025       3.3176
228.15	50	350	0.27813 0.67039       2.5832
228.15	50	400	0.27811 0.74613       2.2061
228.15	60	50	0.2818  42.634        1.2984e-17
228.15	60	100	0.27951 34.004        7.0139e-21
228.15	60	150	0.2788  2.5027        0.093009
228.15	60	200	0.27848 0.9098        1.38
228.15	60	250	0.27831 0.63903       2.5395
228.15	60	300	0.27821 0.56022       3.2552
228.15	60	350	0.27814 0.61164       2.9568
228.15	60	400	0.27811 0.71624       2.3453
228.15	70	50	0.28311 48.825        1.4549e-17
228.15	70	100	0.28    42.568        4.425e-23
228.15	70	150	0.27903 23.809        4.0749e-17
228.15	70	200	0.2786  1.2374        0.74722
228.15	70	250	0.27837 0.7425        1.9639
228.15	70	300	0.27824 0.59459       2.8974
228.15	70	350	0.27816 0.5755        3.2207
228.15	70	400	0.27812 0.70659       2.3871
228.15	80	50	0.28464 52.137        2.17e-16
228.15	80	100	0.28057 37.896        1.9574e-18
228.15	80	150	0.2793  33.562        5.7981e-22
228.15	80	200	0.27874 2.1661        0.15335
228.15	80	250	0.27845 0.83703       1.5951
228.15	80	300	0.27828 0.61847       2.6952
228.15	80	350	0.27818 0.557         3.3242
228.15	80	400	0.27812 0.6935        2.4497
228.15	90	50	0.28636 55.148        3.2048e-15
228.15	90	100	0.28121 42.422        7.1028e-19
228.15	90	150	0.2796  42.526        1.844e-25
228.15	90	200	0.2789  16.325        3.1246e-12
228.15	90	250	0.27853 0.99602       1.1695
228.15	90	300	0.27833 0.68088       2.285
228.15	90	350	0.2782  0.5612        3.2492
228.15	90	400	0.27813 0.66313       2.6313
228.15	100	50	0.28829 40.58         1.1944e-09
228.15	100	100	0.28192 40.582        1.6792e-16
228.15	100	150	0.27995 47.6          3.2506e-26
228.15	100	200	0.27907 25.939        2.4718e-18
228.15	100	250	0.27862 1.343         0.62861
228.15	100	300	0.27837 0.73779       1.98
228.15	100	350	0.27823 0.57523       3.0807
228.15	100	400	0.27814 0.63798       2.7768
228.15	110	50	0.29042 23.191        0.00015345
228.15	110	100	0.28272 46.972        1.4667e-17
228.15	110	150	0.28033 37.486        5.4932e-19
228.15	110	200	0.27926 29.714        1.1094e-19
228.15	110	250	0.27872 1.9236        0.22765
228.15	110	300	0.27842 0.79087       1.7583
228.15	110	350	0.27825 0.58971       2.9367
228.15	110	400	0.27815 0.61372       2.9307
228.15	120	50	0.29274 16.696        0.01304
228.15	120	100	0.28358 53.085        2.875e-18
228.15	120	150	0.28074 44.593        3.5605e-21
228.15	120	200	0.27947 32.387        5.0236e-20
228.15	120	250	0.27883 3.3123        0.022784
228.15	120	300	0.27848 0.91201       1.376
228.15	120	350	0.27828 0.60958       2.7613
228.15	120	400	0.27816 0.57815       3.2004
228.15	130	50	0.29528 0.8276        100.11
228.15	130	100	0.28454 53.89         4.1026e-17
228.15	130	150	0.28118 39.87         9.1714e-18
228.15	130	200	0.2797  38.862        1.0671e-22
228.15	130	250	0.27895 16.922        1.7816e-12
228.15	130	300	0.27854 1.0406        1.0743
228.15	130	350	0.2783  0.63797       2.5547
228.15	130	400	0.27817 0.5698        3.2558
228.15	140	50	0.29802 0.04316       2701.4
228.15	140	100	0.28555 52.503        2.1823e-15
228.15	140	150	0.28167 41.147        2.9049e-17
228.15	140	200	0.27995 42.998        1.3488e-23
228.15	140	250	0.27908 22.074        1.714e-15
228.15	140	300	0.2786  1.2517        0.73442
228.15	140	350	0.27833 0.67483       2.3178
228.15	140	400	0.27818 0.55234       3.3946
228.15	150	50	0.30095 0.0058511     22878
228.15	150	100	0.28665 55.607        4.6302e-15
228.15	150	150	0.28219 50.48         6.0231e-20
228.15	150	200	0.28022 41.596        1.6617e-21
228.15	150	250	0.27922 28.621        3.0211e-19
228.15	150	300	0.27867 1.6063        0.39782
228.15	150	350	0.27837 0.71785       2.0813
228.15	150	400	0.27819 0.56665       3.2189
228.15	160	50	0.30409 0.0051616     29487
228.15	160	100	0.28782 36.005        9.8145e-09
228.15	160	150	0.28274 46.43         2.5949e-17
228.15	160	200	0.28051 38.03         1.1027e-18
228.15	160	250	0.27936 33.158        2.5317e-21
228.15	160	300	0.27874 2.1704        0.15284
228.15	160	350	0.2784  0.76848       1.8471
228.15	160	400	0.2782  0.55974       3.2656
228.15	170	50	0.30745 0.0039744     43279
228.15	170	100	0.28906 25.332        1.8498e-05
228.15	170	150	0.28334 48.756        3.5507e-17
228.15	170	200	0.28081 40.331        6.5549e-19
228.15	170	250	0.27952 36.204        3.3742e-22
228.15	170	300	0.27882 3.0834        0.03408
228.15	170	350	0.27843 0.79904       1.7361
228.15	170	400	0.27822 0.56061       3.2321
228.15	180	50	0.31101 0.0037462     51437
228.15	180	100	0.29039 23.551        0.00012425
228.15	180	150	0.28397 53.342        8.2026e-18
228.15	180	200	0.28113 41.203        1.6795e-18
228.15	180	250	0.27968 38.353        1.4394e-22
228.15	180	300	0.2789  17.868        2.0267e-13
228.15	180	350	0.27847 0.90365       1.3901
228.15	180	400	0.27823 0.57706       3.074
228.15	190	50	0.31476 0.0036964     58129
228.15	190	100	0.29178 17.907        0.0048789
228.15	190	150	0.28464 56.817        6.0308e-18
228.15	190	200	0.28147 44.225        5.2714e-19
228.15	190	250	0.27986 44.332        7.0367e-25
228.15	190	300	0.27898 19.471        3.5088e-14
228.15	190	350	0.27851 0.94988       1.283
228.15	190	400	0.27824 0.59002       2.9284
228.15	200	50	0.31874 0.0036255     65412
228.15	200	100	0.29325 2.5025        17.71
228.15	200	150	0.28533 55.248        1.5411e-16
228.15	200	200	0.28183 44.795        1.6615e-18
228.15	200	250	0.28004 43.293        2.6092e-23
228.15	200	300	0.27908 24.811        1.6133e-17
228.15	200	350	0.27854 1.0393        1.078
228.15	200	400	0.27826 0.60254       2.8278
228.15	210	50	0.32288 0.0016079     1.6249e+05
228.15	210	100	0.29481 1.0193        74.95
228.15	210	150	0.28607 49.168        8.3623e-14
228.15	210	200	0.2822  47.985        5.9997e-19
228.15	210	250	0.28024 40.397        7.133e-21
228.15	210	300	0.27917 26.949        2.0896e-18
228.15	210	350	0.27859 1.1816        0.83953
228.15	210	400	0.27827 0.61114       2.7526
228.15	220	50	0.32724 0.0026517     1.0748e+05
228.15	220	100	0.29643 0.34435       290.79
228.15	220	150	0.28685 56.644        4.5263e-15
228.15	220	200	0.2826  46.112        1.9102e-17
228.15	220	250	0.28044 38.923        2.3559e-19
228.15	220	300	0.27927 29.797        1.0643e-19
228.15	220	350	0.27863 1.3529        0.61395
228.15	220	400	0.27829 0.61564       2.7107
228.15	230	50	0.33182 0.0039235     78812
228.15	230	100	0.29813 0.039045      3003.9
228.15	230	150	0.28765 33.699        3.2006e-08
228.15	230	200	0.28301 47.64         2.6876e-17
228.15	230	250	0.28065 39.262        7.0724e-19
228.15	230	300	0.27937 30.249        2.4298e-19
228.15	230	350	0.27868 1.6383        0.37773
228.15	230	400	0.2783  0.63852       2.5519
228.15	240	50	0.3366  0.0036611     90852
228.15	240	100	0.2999  0.010898      11713
228.15	240	150	0.2885  32.942        1.3645e-07
228.15	240	200	0.28344 49.786        2.3498e-17
228.15	240	250	0.28087 39.849        1.5905e-18
228.15	240	300	0.27948 33.852        6.476e-21
228.15	240	350	0.27872 1.9314        0.22369
228.15	240	400	0.27832 0.66161       2.394
228.15	250	50	0.34159 0.0030933     1.1499e+05
228.15	250	100	0.30175 0.0062562     22119
228.15	250	150	0.28937 25.231        2.4835e-05
228.15	250	200	0.28389 54.122        3.1933e-18
228.15	250	250	0.2811  39.74         7.1792e-18
228.15	250	300	0.27959 43.834        1.92e-26
228.15	250	350	0.27877 2.405         0.10515
228.15	250	400	0.27834 0.69423       2.1996
228.15	260	50	0.34677 0.0015902     2.395e+05
228.15	260	100	0.30367 0.0047376     31631
228.15	260	150	0.29029 23.926        9.5769e-05
228.15	260	200	0.28437 53.225        3.9873e-17
228.15	260	250	0.28134 40.647        9.3071e-18
228.15	260	300	0.27971 37.212        9.7601e-22
228.15	260	350	0.27882 3.0562        0.035999
228.15	260	400	0.27835 0.71128       2.1031
228.15	270	50	0.35216 0.0034896     1.153e+05
228.15	270	100	0.30568 0.0032864     49149
228.15	270	150	0.29124 18.707        0.0025436
228.15	270	200	0.28485 53.613        1.3045e-16
228.15	270	250	0.28159 41.779        1.0568e-17
228.15	270	300	0.27983 40.814        4.2317e-23
228.15	270	350	0.27887 13.533        3.3917e-10
228.15	270	400	0.27837 0.73851       1.9774
228.15	280	50	0.35778 0.0044937     94004
228.15	280	100	0.30776 0.0023772     73189
228.15	280	150	0.29223 17.134        0.0085503
228.15	280	200	0.28536 54.321        3.1521e-16
228.15	280	250	0.28185 42.869        1.3566e-17
228.15	280	300	0.27996 40.772        2.6264e-22
228.15	280	350	0.27893 19.063        3.3854e-14
228.15	280	400	0.27839 0.76904       1.8514
228.15	290	50	0.36359 0.004153      1.0634e+05
228.15	290	100	0.30992 0.0033576     55572
228.15	290	150	0.29325 2.5051        17.672
228.15	290	200	0.28588 49.878        3.4101e-14
228.15	290	250	0.28212 47.865        4.5716e-19
228.15	290	300	0.28009 41.727        3.9015e-22
228.15	290	350	0.27898 19.23         5.0278e-14
228.15	290	400	0.27841 0.79024       1.7559
228.15	300	50	0.36959 0.0030137     1.5211e+05
228.15	300	100	0.31217 0.0024003     83133
228.15	300	150	0.29431 1.3066        52.26
228.15	300	200	0.28643 52.491        2.3469e-14
228.15	300	250	0.2824  46.935        4.2079e-18
228.15	300	300	0.28023 41.296        2.2172e-21
228.15	300	350	0.27904 20.426        1.419e-14
228.15	300	400	0.27843 0.79695       1.7404
233.15	0	  50	0.48021 0.73034       2.2238
233.15	0	  100	0.48021 0.73034       2.2238
233.15	0	  150	0.48021 0.73034       2.2238
233.15	0	  200	0.48021 0.73034       2.2238
233.15	0	  250	0.48021 0.73034       2.2238
233.15	0	  300	0.48021 0.73034       2.2238
233.15	0	  350	0.48021 0.73034       2.2238
233.15	0	  400	0.48021 0.73034       2.2238
233.15	10	50	0.48051 0.72005       2.1856
233.15	10	100	0.48032 0.56569       3.4164
233.15	10	150	0.48026 0.58364       3.3538
233.15	10	200	0.48023 0.64294       2.9078
233.15	10	250	0.48022 0.66881       2.7532
233.15	10	300	0.48021 0.70624       2.5236
233.15	10	350	0.48021 0.71961       2.45
233.15	10	400	0.48021 0.72203       2.4479
233.15	20	50	0.48137 19.478        2.357e-16
233.15	20	100	0.48066 0.83914       1.65
233.15	20	150	0.48042 0.63159       2.7767
233.15	20	200	0.48032 0.56128       3.4592
233.15	20	250	0.48026 0.57695       3.4164
233.15	20	300	0.48023 0.63923       2.9428
233.15	20	350	0.48022 0.68361       2.6554
233.15	20	400	0.48021 0.7129        2.4951
233.15	30	50	0.48267 22.34         4.6046e-15
233.15	30	100	0.4812  11.088        1.3806e-09
233.15	30	150	0.48069 0.88365       1.4982
233.15	30	200	0.48045 0.651         2.6021
233.15	30	250	0.48033 0.56123       3.4666
233.15	30	300	0.48027 0.57303       3.4556
233.15	30	350	0.48023 0.64923       2.8613
233.15	30	400	0.48021 0.70434       2.5249
233.15	40	50	0.48443 25.445        1.2529e-14
233.15	40	100	0.48189 22.021        1.2919e-16
233.15	40	150	0.48105 2.0595        0.14853
233.15	40	200	0.48064 0.83636       1.6555
233.15	40	250	0.48043 0.64175       2.6924
233.15	40	300	0.48032 0.56511       3.4254
233.15	40	350	0.48025 0.59536       3.2607
233.15	40	400	0.48022 0.66737       2.7573
233.15	50	50	0.48669 24.252        5.3621e-12
233.15	50	100	0.48275 23.372        1.3149e-15
233.15	50	150	0.48149 19.488        5.7867e-16
233.15	50	200	0.48089 1.38          0.53901
233.15	50	250	0.48056 0.75648       1.982
233.15	50	300	0.48038 0.60629       2.9925
233.15	50	350	0.48028 0.55606       3.5835
233.15	50	400	0.48023 0.64773       2.8769
233.15	60	50	0.48945 14.462        5.3203e-06
233.15	60	100	0.48378 24.375        1.014e-14
233.15	60	150	0.482   25.416        7.9446e-19
233.15	60	200	0.48117 11.753        3.0839e-10
233.15	60	250	0.48071 0.90186       1.4569
233.15	60	300	0.48045 0.6506        2.6045
233.15	60	350	0.48031 0.55028       3.6018
233.15	60	400	0.48024 0.62543       3.0392
233.15	70	50	0.4927  10.537        0.0012339
233.15	70	100	0.485   28.275        1.4388e-15
233.15	70	150	0.48259 22.366        3.1711e-15
233.15	70	200	0.48149 20.313        1.1105e-16
233.15	70	250	0.48089 1.4233        0.49457
233.15	70	300	0.48054 0.75295       2.0255
233.15	70	350	0.48035 0.57979       3.2391
233.15	70	400	0.48025 0.60209       3.2029
233.15	80	50	0.49648 8.9639        0.013525
233.15	80	100	0.48639 25.075        1.2471e-12
233.15	80	150	0.48326 22.042        6.4942e-14
233.15	80	200	0.48185 22.458        4.5588e-17
233.15	80	250	0.48109 2.3287        0.087543
233.15	80	300	0.48065 0.83785       1.652
233.15	80	350	0.48039 0.60201       3.0191
233.15	80	400	0.48027 0.5634        3.5546
233.15	90	50	0.50074 7.691         0.080689
233.15	90	100	0.488   19.16         9.9109e-09
233.15	90	150	0.48401 25.146        6.7249e-15
233.15	90	200	0.48225 21.53         2.693e-15
233.15	90	250	0.48131 15.987        1.4051e-13
233.15	90	300	0.48076 1.0267        1.107
233.15	90	350	0.48044 0.65742       2.5663
233.15	90	400	0.48028 0.55831       3.5674
233.15	100	50	0.50552 6.0407        0.49025
233.15	100	100	0.48976 15.203        2.9079e-06
233.15	100	150	0.48486 25.823        2.1817e-14
233.15	100	200	0.48269 21.41         2.311e-14
233.15	100	250	0.48155 19.958        3.6781e-16
233.15	100	300	0.48089 1.3935        0.52403
233.15	100	350	0.4805  0.70701       2.2463
233.15	100	400	0.4803  0.54851       3.6315
233.15	110	50	0.51074 1.7937        21.104
233.15	110	100	0.49171 12.131        0.00017914
233.15	110	150	0.48579 25.126        3.9015e-13
233.15	110	200	0.48317 22.19         3.7258e-14
233.15	110	250	0.48181 23.446        5.8838e-18
233.15	110	300	0.48103 1.855         0.21923
233.15	110	350	0.48056 0.75549       1.9858
